loan_id,origination_SeriousDlqin2yrs,origination_RevolvingUtilizationOfUnsecuredLines,origination_age,origination_NumberOfTime30-59DaysPastDueNotWorse,origination_DebtRatio,origination_MonthlyIncome,origination_NumberOfOpenCreditLinesAndLoans,origination_NumberOfTimes90DaysLate,origination_NumberRealEstateLoansOrLines,origination_NumberOfTime60-89DaysPastDueNotWorse,origination_NumberOfDependents,origination_origination_PD,current_SeriousDlqin2yrs,current_RevolvingUtilizationOfUnsecuredLines,current_age,current_NumberOfTime30-59DaysPastDueNotWorse,current_DebtRatio,current_MonthlyIncome,current_NumberOfOpenCreditLinesAndLoans,current_NumberOfTimes90DaysLate,current_NumberRealEstateLoansOrLines,current_NumberOfTime60-89DaysPastDueNotWorse,current_NumberOfDependents,current_origination_PD,current_trajectory,current_current_PD,pd_origin,pd_current,product_type,security_status,collateral_type,balance,ead,eir,remaining_lifetime_months,lgd_category,lgd,default_status
8076,0,0.076989002,27,0,0.12331757,2748.0,3,0,0,0,0.0,0.14198534,0,0.084345684811157,29,0.0,0.13306325777650846,2554.047995686846,3.0,0.0,0.0,0.0,0.0,0.14198534,deteriorating,0.4988394,0.14198534,0.4988394,credit_card,unsecured,,3963.5775915582344,3963.5775915582344,0.20079877811134628,31,LGD_CREDIT_CARD,0.55,1
8077,0,1.03449655,54,0,0.276605199,4500.0,4,1,0,0,0.0,0.90830314,0,1.0,56,0.0,0.27098321479217546,4657.88249619324,4.0,1.0,0.0,0.0,0.0,0.90830314,stable,0.85749334,0.90830314,0.85749334,credit_card,unsecured,,6799.302383315419,6799.302383315419,0.17252875015084204,17,LGD_CREDIT_CARD,0.55,1
8078,0,0.032684586,73,0,0.08563325,9166.0,6,0,1,0,0.0,0.041244186,0,0.032639978121574834,75,0.0,0.08168158477930146,9939.813141092067,6.0,0.0,1.0,0.0,0.0,0.041244186,stable,0.019614045,0.041244186,0.019614045,mortgage,secured,real_estate,298015.16187061253,298015.16187061253,0.059900115071828165,68,LGD_MORTGAGE,0.1,0
8079,0,0.87685327,50,0,1.780216942,3871.0,18,0,3,0,1.0,0.7920863,0,0.890223004049472,52,0.0,1.6961895200695143,4203.640280674917,18.0,0.0,3.0,0.0,1.0,0.7920863,stable,0.8332905,0.7920863,0.8332905,credit_card,unsecured,,3666.9455216339593,3666.9455216339593,0.1925786082885331,13,LGD_CREDIT_CARD,0.55,1
8080,0,0.791686435,47,0,0.79291631,3500.0,6,0,1,0,0.0,0.4981115,0,0.8236116296822298,49,0.0,0.7553358906042167,3428.900246462602,6.0,0.0,1.0,0.0,0.0,0.4981115,stable,0.4511249,0.4981115,0.4511249,mortgage,secured,real_estate,200154.48138301517,200154.48138301517,0.06381181080339798,214,LGD_MORTGAGE,0.1,0
8081,1,0.9999999,38,0,0.293994778,1914.0,3,0,0,0,2.0,0.5800284,1,1.0,40,0.0,0.28441436170701867,2023.2464369901575,3.0,0.0,0.0,0.0,2.0,0.5800284,stable,0.83468336,0.5800284,0.83468336,credit_card,unsecured,,6146.498164650173,6146.498164650173,0.18301834692737393,17,LGD_CREDIT_CARD,0.55,1
8082,0,0.0,35,0,0.328564041,5800.0,13,0,2,0,2.0,0.15903533,0,0.0,37,0.0,0.35342343560812706,5986.364986168646,13.0,0.0,2.0,0.0,2.0,0.15903533,stable,0.18072878,0.15903533,0.18072878,credit_card,unsecured,,4148.659295134218,4148.659295134218,0.1930683199861637,32,LGD_CREDIT_CARD,0.55,0
8083,0,0.897921631,80,0,0.240199947,3800.0,8,0,0,0,0.0,0.34562203,0,0.9571176688713001,82,0.0,0.23140892991828543,3909.880684916245,8.0,0.0,0.0,0.0,0.0,0.34562203,stable,0.19264519,0.34562203,0.19264519,auto_loan,secured,vehicle,33720.8465988384,33720.8465988384,0.06818255824572014,37,LGD_AUTO,0.25,0
8084,0,0.046503081,25,0,0.169111111,4499.0,30,0,0,0,0.0,0.2723355,0,0.045000342685844755,27,0.0,0.1524083033584276,4710.348559752398,30.0,0.0,0.0,0.0,0.0,0.2723355,stable,0.29108256,0.2723355,0.29108256,mortgage,secured,real_estate,592737.4967934326,592737.4967934326,0.057368433259799484,107,LGD_MORTGAGE,0.1,0
8085,0,0.258323821,51,0,0.082083535,6200.0,3,0,0,0,0.0,0.24479729,0,0.26564283880206213,53,0.0,0.08209585085465088,6244.1237283997025,3.0,0.0,0.0,0.0,0.0,0.24479729,stable,0.24501182,0.24479729,0.24501182,auto_loan,secured,vehicle,20125.553399757024,20125.553399757024,0.07031790458700672,37,LGD_AUTO,0.25,0
8086,0,0.389805097,30,0,588.5,1.0,4,0,1,0,0.0,0.08828801,0,0.34859758932081264,32,0.0,549.2381472431496,1.0412318488871168,4.0,0.0,1.0,0.0,0.0,0.08828801,stable,0.07361633,0.08828801,0.07361633,credit_card,unsecured,,5336.387134084241,5336.387134084241,0.16714246806365354,23,LGD_CREDIT_CARD,0.55,0
8087,0,0.767038986,64,1,0.706718346,5417.0,22,0,1,0,0.0,0.69251,0,0.7371801180630363,66,1.0,0.7832756273168211,5799.156400048655,22.0,0.0,1.0,0.0,0.0,0.69251,stable,0.6596453,0.69251,0.6596453,credit_card,unsecured,,15513.329893398539,15513.329893398539,0.22428081578407175,41,LGD_CREDIT_CARD,0.55,1
8088,1,0.479804705,49,5,2.663853211,5449.0,9,0,4,0,1.0,0.83864576,1,0.40458243200218774,51,5.0,2.211408326849256,6489.674738614857,9.0,0.0,4.0,0.0,1.0,0.83864576,improving,0.84634364,0.83864576,0.84634364,credit_card,unsecured,,12036.443194842735,12036.443194842735,0.18937387758503216,36,LGD_CREDIT_CARD,0.55,1
8089,0,0.508982036,55,0,0.089597243,4642.0,3,0,0,0,0.0,0.37872493,0,0.4257273114894798,57,0.0,0.07900901457916737,5316.4887343087485,3.0,0.0,0.0,0.0,0.0,0.37872493,improving,0.7762486,0.37872493,0.7762486,mortgage,secured,real_estate,347710.05114878324,347710.05114878324,0.054600984894390796,283,LGD_MORTGAGE,0.1,0
8090,0,0.014188318,72,0,0.083759165,4500.0,7,0,1,0,1.0,0.030429507,0,0.014177812362280478,74,0.0,0.08302674428939794,4716.524158145961,7.0,0.0,1.0,0.0,1.0,0.030429507,stable,0.04262699,0.030429507,0.04262699,mortgage,secured,real_estate,157840.1066360191,157840.1066360191,0.06278307298801064,149,LGD_MORTGAGE,0.1,0
8091,0,0.843906233,53,0,0.652360515,5591.0,9,0,2,0,0.0,0.5906082,0,0.7506048802823541,55,0.0,0.6129856652727409,6341.457953140161,9.0,0.0,2.0,0.0,0.0,0.5906082,improving,0.52986234,0.5906082,0.52986234,auto_loan,secured,vehicle,25502.128228499296,25502.128228499296,0.062361288401768064,47,LGD_AUTO,0.25,1
8092,0,0.145074822,39,0,0.308853529,4901.0,9,0,2,0,3.0,0.19360416,0,0.1381440927949703,41,0.0,0.24789230786338995,5549.03977602081,9.0,0.0,2.0,0.0,3.0,0.19360416,improving,0.17744473,0.19360416,0.17744473,credit_card,unsecured,,7870.86200786087,7870.86200786087,0.17571054297411132,14,LGD_CREDIT_CARD,0.55,0
8093,0,0.001488446,57,3,0.377693846,4500.0,17,0,1,0,0.0,0.4746551,0,0.0016165471871569298,59,3.0,0.44239628573825307,4567.268417552418,17.0,0.0,1.0,0.0,0.0,0.4746551,deteriorating,0.4205139,0.4746551,0.4205139,credit_card,unsecured,,2621.043229830722,2621.043229830722,0.20672643737965976,8,LGD_CREDIT_CARD,0.55,0
8094,0,0.981455064,26,0,0.19575177,2400.0,3,4,0,0,1.0,0.93149644,0,0.9486619443202348,28,0.0,0.19405930438587948,2655.6633081427462,3.0,4.0,0.0,0.0,1.0,0.93149644,stable,0.92602617,0.93149644,0.92602617,credit_card,unsecured,,11536.89527702021,11536.89527702021,0.19220617247318922,18,LGD_CREDIT_CARD,0.55,1
8095,0,0.141545775,51,1,0.256305385,4400.0,5,0,2,2,3.0,0.86394554,0,0.13444182210882433,53,1.0,0.2763635894530468,4865.503133697988,5.0,0.0,2.0,2.0,3.0,0.86394554,stable,0.7316752,0.86394554,0.7316752,credit_card,unsecured,,8357.350320075739,8357.350320075739,0.17312625271292237,9,LGD_CREDIT_CARD,0.55,1
8096,0,0.241255286,30,1,0.405327574,4166.0,5,0,1,0,0.0,0.39305797,0,0.17119070538574052,32,1.0,0.4399132559170131,4871.046126229261,5.0,0.0,1.0,0.0,0.0,0.39305797,improving,0.37863624,0.39305797,0.37863624,credit_card,unsecured,,906.9865120542,906.9865120542,0.20056917415382286,7,LGD_CREDIT_CARD,0.55,1
8097,0,0.132194487,37,0,1.012378595,5250.0,15,0,3,0,2.0,0.5795436,0,0.13528307578972035,39,0.0,0.9228848402893167,6055.769646038036,15.0,0.0,3.0,0.0,2.0,0.5795436,improving,0.5750117,0.5795436,0.5750117,auto_loan,secured,vehicle,28208.1388463624,28208.1388463624,0.06534637068548659,54,LGD_AUTO,0.25,1
8098,0,0.538860104,41,0,0.37411487,5083.0,7,0,2,0,0.0,0.33174548,0,0.4024905861965678,43,0.0,0.35997264635167575,5862.1473294627995,7.0,0.0,2.0,0.0,0.0,0.33174548,improving,0.9082163,0.33174548,0.9082163,credit_card,unsecured,,1971.1712214595498,1971.1712214595498,0.19511076275173078,18,LGD_CREDIT_CARD,0.55,1
8099,0,0.159669046,37,1,0.244060475,12500.0,6,0,1,0,2.0,0.3088799,0,0.1650900754280915,39,1.0,0.2592610806115771,12077.358762179061,6.0,1.0,1.0,0.0,2.0,0.3088799,deteriorating,0.2559576,0.3088799,0.2559576,credit_card,unsecured,,20624.756009219658,20624.756009219658,0.19333976019837829,7,LGD_CREDIT_CARD,0.55,0
8100,0,0.002754338,53,0,0.284671533,10000.0,14,0,2,0,3.0,0.12782176,0,0.003057254480173574,55,0.0,0.30444084068458105,10139.202572177777,14.0,0.0,2.0,0.0,3.0,0.12782176,deteriorating,0.059148535,0.12782176,0.059148535,credit_card,unsecured,,982.5348835758593,982.5348835758593,0.1825443552454933,25,LGD_CREDIT_CARD,0.55,0
8101,0,0.230876062,49,0,0.283428876,7500.0,3,0,1,0,5.0,0.16004206,0,0.24613677626754743,51,0.0,0.3117302458573285,7218.223907871552,3.0,0.0,1.0,0.0,5.0,0.16004206,deteriorating,0.14441793,0.16004206,0.14441793,credit_card,unsecured,,3117.6028603451036,3117.6028603451036,0.22395428845765974,2,LGD_CREDIT_CARD,0.55,0
8102,0,0.010771552,67,0,0.582608696,5174.0,9,0,3,0,1.0,0.15829645,0,0.010651048944069359,69,0.0,0.6174496067168559,5266.509792768379,9.0,0.0,3.0,0.0,1.0,0.15829645,stable,0.11798799,0.15829645,0.11798799,credit_card,unsecured,,9923.898149588618,9923.898149588618,0.1857711699382668,18,LGD_CREDIT_CARD,0.55,0
8103,0,0.165896862,48,0,0.157469817,13500.0,5,0,2,0,2.0,0.08142068,0,0.11848193901023646,50,0.0,0.17862759240030135,16186.195292693905,5.0,0.0,2.0,0.0,2.0,0.08142068,improving,0.2718389,0.08142068,0.2718389,credit_card,unsecured,,3925.003879907917,3925.003879907917,0.1737998693019829,3,LGD_CREDIT_CARD,0.55,0
8104,0,0.002589928,50,0,0.410203615,8741.0,6,0,3,0,1.0,0.10395813,0,0.0022887715915626237,52,0.0,0.3532337049986608,10041.150044528062,6.0,0.0,3.0,0.0,1.0,0.10395813,improving,0.10351437,0.10395813,0.10351437,credit_card,unsecured,,6379.368549608765,6379.368549608765,0.18144168096467247,16,LGD_CREDIT_CARD,0.55,0
8105,0,0.181590943,39,1,0.91720414,6666.0,12,0,4,0,1.0,0.7557829,0,0.1875612591067269,41,1.0,0.7815432049667277,6415.6502436673545,12.0,0.0,4.0,0.0,1.0,0.7557829,stable,0.7907233,0.7557829,0.7907233,credit_card,unsecured,,1490.6875338987597,1490.6875338987597,0.19848294202141503,14,LGD_CREDIT_CARD,0.55,0
8106,0,0.348667073,42,0,0.386237615,11000.0,12,0,1,0,1.0,0.29581198,0,0.33667693854699027,44,0.0,0.38412106927801426,12110.74223292196,12.0,0.0,1.0,0.0,1.0,0.29581198,stable,0.25135046,0.29581198,0.25135046,credit_card,unsecured,,6855.672349170949,6855.672349170949,0.20824474008186758,6,LGD_CREDIT_CARD,0.55,0
8107,0,0.034724132,66,0,0.006323893,7273.0,7,0,0,0,0.0,0.05406972,0,0.03879341878550271,68,0.0,0.006870567303050439,6911.58905558916,7.0,0.0,0.0,0.0,0.0,0.05406972,deteriorating,0.629741,0.05406972,0.629741,credit_card,unsecured,,4476.618702482661,4476.618702482661,0.19134496864559533,5,LGD_CREDIT_CARD,0.55,0
8108,0,0.011888051,58,0,0.387555683,13917.0,8,0,3,0,0.0,0.16069481,0,0.012831508532491105,60,0.0,0.38542028287887176,14779.829601867086,8.0,0.0,3.0,0.0,0.0,0.16069481,stable,0.15786867,0.16069481,0.15786867,credit_card,unsecured,,4521.450476323564,4521.450476323564,0.18763050929506586,19,LGD_CREDIT_CARD,0.55,0
8109,0,0.769446741,57,0,1.003811406,7083.0,8,0,2,0,0.0,0.44559294,0,0.7852252715714686,59,0.0,1.0844775970079494,7345.973752830826,8.0,0.0,2.0,0.0,0.0,0.44559294,stable,0.42004627,0.44559294,0.42004627,credit_card,unsecured,,3473.96800768897,3473.96800768897,0.18210873306290593,24,LGD_CREDIT_CARD,0.55,0
8110,0,0.660087148,52,0,0.23640134,6268.0,8,0,0,0,3.0,0.4392898,0,0.78520122296666,54,1.0,0.24456199776194854,6589.1995405240505,8.0,0.0,0.0,0.0,3.0,0.4392898,deteriorating,0.49090937,0.4392898,0.49090937,mortgage,secured,real_estate,372860.42942788143,372860.42942788143,0.05685012489193462,161,LGD_MORTGAGE,0.1,0
8111,0,0.000917625,60,0,0.071090893,11210.0,5,0,1,0,0.0,0.017255556,0,0.0007876807150703739,62,0.0,0.06100264146185644,12072.447565992205,5.0,0.0,1.0,0.0,0.0,0.017255556,improving,0.032717638,0.017255556,0.032717638,credit_card,unsecured,,10977.011743139867,10977.011743139867,0.20014055180218893,16,LGD_CREDIT_CARD,0.55,0
8112,0,0.236229921,45,0,0.276527331,13372.0,14,0,1,0,1.0,0.22446966,0,0.23188976888854174,47,0.0,0.2895975822036188,14593.668015202567,14.0,0.0,1.0,0.0,1.0,0.22446966,stable,0.6007342,0.22446966,0.6007342,credit_card,unsecured,,15878.011111741174,15878.011111741174,0.16127189153275304,14,LGD_CREDIT_CARD,0.55,0
8113,0,0.839077756,29,0,0.163916863,4666.0,10,0,0,0,0.0,0.5600523,0,0.8086427775894174,31,1.0,0.17126501414883405,4046.47532307216,10.0,0.0,0.0,0.0,0.0,0.5600523,deteriorating,0.43387756,0.5600523,0.43387756,credit_card,unsecured,,929.8353421061504,929.8353421061504,0.17448544276861255,3,LGD_CREDIT_CARD,0.55,1
8114,0,0.242501119,43,0,0.343275772,3821.0,10,0,1,0,1.0,0.24208653,0,0.2452668473291865,45,0.0,0.3391766602914761,4332.312844587212,10.0,0.0,1.0,0.0,1.0,0.24208653,stable,0.23859915,0.24208653,0.23859915,auto_loan,secured,vehicle,41430.935806635134,41430.935806635134,0.06670297310894935,41,LGD_AUTO,0.25,0
8115,1,0.9999999,61,0,0.128990648,3100.0,2,1,0,1,0.0,0.86614156,1,0.8908585549110114,63,0.0,0.1164207227814219,3737.7680744792547,2.0,0.0,0.0,1.0,0.0,0.86614156,improving,0.9031176,0.86614156,0.9031176,credit_card,unsecured,,4362.578212855537,4362.578212855537,0.1945922094171472,7,LGD_CREDIT_CARD,0.55,1
8116,0,0.501327836,73,0,0.545896812,7810.0,18,0,1,0,0.0,0.3719684,0,0.4746661103849447,75,0.0,0.5236327115695677,8328.313260916977,18.0,0.0,1.0,0.0,0.0,0.3719684,improving,0.34805906,0.3719684,0.34805906,credit_card,unsecured,,1542.8288121119465,1542.8288121119465,0.19116676784720082,12,LGD_CREDIT_CARD,0.55,0
8117,0,0.965248559,40,0,0.457842113,6700.0,11,0,1,0,1.0,0.44651583,0,0.9691823935200939,42,0.0,0.4454273952579306,6779.234525457461,11.0,0.0,1.0,0.0,1.0,0.44651583,stable,0.50737816,0.44651583,0.50737816,mortgage,secured,real_estate,776704.650589873,776704.650589873,0.056983554173820374,219,LGD_MORTGAGE,0.1,0
8118,0,0.029716694,70,0,0.1612529,2585.0,14,0,0,0,0.0,0.108233415,0,0.03048813777597464,72,0.0,0.17119898449554893,2610.1831924691933,14.0,0.0,0.0,0.0,0.0,0.108233415,stable,0.7553695,0.108233415,0.7553695,credit_card,unsecured,,5878.78024534312,5878.78024534312,0.17762896611885837,8,LGD_CREDIT_CARD,0.55,1
8119,0,0.0,59,0,0.353417995,3700.0,3,1,1,1,0.0,0.92178583,0,0.0,61,0.0,0.29665121898464064,4391.018677500739,3.0,0.0,1.0,1.0,0.0,0.92178583,improving,0.94948673,0.92178583,0.94948673,credit_card,unsecured,,6033.540742252791,6033.540742252791,0.1892791470006666,15,LGD_CREDIT_CARD,0.55,1
8120,0,0.0,34,0,0.063569158,28000.0,7,0,1,0,0.0,0.07786788,0,0.0,36,0.0,0.0642198468643809,28617.620777806216,7.0,0.0,1.0,0.0,0.0,0.07786788,stable,0.52287704,0.07786788,0.52287704,credit_card,unsecured,,16088.661477742346,16088.661477742346,0.17779146486642977,8,LGD_CREDIT_CARD,0.55,0
8121,0,0.013332445,93,0,0.00244798,2450.0,1,0,0,0,0.0,0.015453255,0,0.012309532910578083,95,0.0,0.002251787077274577,2921.456342828745,1.0,0.0,0.0,0.0,0.0,0.015453255,improving,0.013307855,0.015453255,0.013307855,credit_card,unsecured,,24982.350760664558,24982.350760664558,0.21789312283894208,21,LGD_CREDIT_CARD,0.55,0
8122,0,0.93985518,31,1,0.218539073,6666.0,6,0,0,0,0.0,0.63924026,0,0.701988041344569,33,0.0,0.1987920672454638,7663.977248188983,6.0,0.0,0.0,0.0,0.0,0.63924026,improving,0.67026895,0.63924026,0.67026895,credit_card,unsecured,,1969.3749624329685,1969.3749624329685,0.20602826769009733,36,LGD_CREDIT_CARD,0.55,1
8123,0,0.153456436,56,0,0.010613752,6500.0,1,0,0,0,1.0,0.17213783,0,0.17049104091416237,58,0.0,0.011224980729608336,6355.31383072811,1.0,0.0,0.0,0.0,1.0,0.17213783,stable,0.1125027,0.17213783,0.1125027,auto_loan,secured,vehicle,50543.29202691822,50543.29202691822,0.06104055825080764,46,LGD_AUTO,0.25,0
8124,0,0.513628304,71,2,392.0,0.0,8,0,0,0,0.0,0.12968007,0,0.5203823664503621,73,2.0,4.0,2966.8360916832585,8.0,0.0,0.0,0.0,0.0,0.12968007,stable,0.18032125,0.12968007,0.18032125,credit_card,unsecured,,7582.452603824593,7582.452603824593,0.1938378395879279,8,LGD_CREDIT_CARD,0.55,1
8125,0,0.276483351,34,0,0.399923411,7833.0,3,0,1,0,1.0,0.1967126,0,0.30034521931821934,36,0.0,0.38981486596510173,8087.663583455747,3.0,0.0,1.0,0.0,1.0,0.1967126,stable,0.48277268,0.1967126,0.48277268,credit_card,unsecured,,11971.244532113695,11971.244532113695,0.17820259280824227,25,LGD_CREDIT_CARD,0.55,1
8126,0,0.02561727,60,0,0.395901025,4000.0,11,0,1,0,0.0,0.09797679,0,0.02500207401726993,62,0.0,0.4015824411990091,4171.753439483093,11.0,0.0,1.0,0.0,0.0,0.09797679,improving,0.14704128,0.09797679,0.14704128,credit_card,unsecured,,10148.049970557997,10148.049970557997,0.19096304010995696,8,LGD_CREDIT_CARD,0.55,1
8127,0,0.218161881,56,0,0.432691296,9500.0,15,0,2,0,0.0,0.18193214,0,0.24316134611644935,58,1.0,0.4631506270384967,9002.647723632595,15.0,1.0,2.0,1.0,0.0,0.18193214,deteriorating,0.68057346,0.18193214,0.68057346,credit_card,unsecured,,29719.30626979382,29719.30626979382,0.1702008239838413,10,LGD_CREDIT_CARD,0.55,1
8128,0,0.279405603,50,1,0.301446417,3041.0,10,0,0,0,0.0,0.5597453,0,0.3034873240254426,52,1.0,0.3023281928819494,3152.318200402352,10.0,0.0,0.0,0.0,0.0,0.5597453,stable,0.6340482,0.5597453,0.6340482,credit_card,unsecured,,11156.143592772012,11156.143592772012,0.1673070101501577,17,LGD_CREDIT_CARD,0.55,0
8129,0,0.021248672,89,0,0.001817851,5500.0,7,0,0,0,0.0,0.06325941,0,0.022669000277526462,91,0.0,0.0017913974469542001,5709.810664131009,7.0,0.0,0.0,0.0,0.0,0.06325941,stable,0.14891104,0.06325941,0.14891104,credit_card,unsecured,,5339.538109693386,5339.538109693386,0.1971164690455448,12,LGD_CREDIT_CARD,0.55,0
8130,0,1.231536926,26,1,0.153910849,2377.0,2,0,0,1,0.0,0.87717897,0,1.0,28,1.0,0.15607833703608753,2355.444920382514,2.0,0.0,0.0,1.0,0.0,0.87717897,stable,0.7785949,0.87717897,0.7785949,credit_card,unsecured,,5290.664278659411,5290.664278659411,0.1743577147384433,14,LGD_CREDIT_CARD,0.55,1
8131,0,0.422048163,69,0,0.197650196,12000.0,9,0,1,0,1.0,0.14638843,0,0.40861471227259033,71,0.0,0.21558316133897892,12109.50292684829,9.0,0.0,1.0,0.0,1.0,0.14638843,stable,0.13058141,0.14638843,0.13058141,auto_loan,secured,vehicle,36902.91213698204,36902.91213698204,0.053898707863825425,54,LGD_AUTO,0.25,0
8132,0,0.96530347,40,1,0.540447191,5500.0,7,0,1,0,3.0,0.7635521,0,0.8959193461950419,42,1.0,0.5381380574260958,5749.337414448333,7.0,0.0,1.0,0.0,3.0,0.7635521,stable,0.7703959,0.7635521,0.7703959,credit_card,unsecured,,17929.613456188024,17929.613456188024,0.17734969799378641,22,LGD_CREDIT_CARD,0.55,1
8133,0,0.053825176,40,0,0.307098986,7000.0,11,0,1,0,0.0,0.13443571,0,0.03808788776619802,42,0.0,0.28941407008261305,7810.707035706165,11.0,0.0,1.0,0.0,0.0,0.13443571,improving,0.12203742,0.13443571,0.12203742,auto_loan,secured,vehicle,21012.874049711845,21012.874049711845,0.06322522856845385,35,LGD_AUTO,0.25,0
8134,1,1.098901099,29,1,0.614311704,1648.0,7,0,0,0,1.0,0.90036625,1,1.0,31,1.0,0.6144144153338578,1700.063909179283,7.0,0.0,0.0,0.0,1.0,0.90036625,stable,0.9009157,0.90036625,0.9009157,credit_card,unsecured,,2337.886204051246,2337.886204051246,0.17309662485099314,18,LGD_CREDIT_CARD,0.55,0
8135,0,0.116727414,70,0,0.380258226,2400.0,14,0,1,0,0.0,0.17194784,0,0.11675883268419063,72,0.0,0.3938420976450699,2314.6542769419857,14.0,0.0,1.0,0.0,0.0,0.17194784,deteriorating,0.18997397,0.17194784,0.18997397,credit_card,unsecured,,6809.748006273941,6809.748006273941,0.20030117927469882,18,LGD_CREDIT_CARD,0.55,0
8136,0,0.505274736,54,0,0.422024743,17216.0,5,0,3,0,1.0,0.18526801,0,0.5367675962498872,56,1.0,0.4899949222677058,16045.673703297527,5.0,0.0,3.0,0.0,1.0,0.18526801,deteriorating,0.17879893,0.18526801,0.17879893,mortgage,secured,real_estate,558583.8117732788,558583.8117732788,0.05540134381606244,131,LGD_MORTGAGE,0.1,0
8137,0,0.744645019,56,0,0.366467736,5361.0,10,1,2,0,2.0,0.8041977,0,0.7829965283260796,58,0.0,0.3338086159193765,5367.676865428917,10.0,1.0,2.0,0.0,2.0,0.8041977,stable,0.79118854,0.8041977,0.79118854,credit_card,unsecured,,6888.651744617732,6888.651744617732,0.1954058931810944,8,LGD_CREDIT_CARD,0.55,1
8138,0,0.02886065,75,0,0.034141747,4246.0,8,0,0,0,0.0,0.03460525,0,0.03267860301330662,77,0.0,0.038245492096649084,4090.936905944638,8.0,0.0,0.0,0.0,0.0,0.03460525,deteriorating,0.037317224,0.03460525,0.037317224,credit_card,unsecured,,17898.883834709355,17898.883834709355,0.1850612448011174,2,LGD_CREDIT_CARD,0.55,1
8139,0,0.0,25,0,0.143942423,2500.0,6,0,0,0,0.0,0.22351474,0,0.0,27,0.0,0.13423613103933457,2407.570358913168,6.0,0.0,0.0,0.0,0.0,0.22351474,stable,0.18804793,0.22351474,0.18804793,auto_loan,secured,vehicle,49028.222803977165,49028.222803977165,0.06118205437353991,35,LGD_AUTO,0.25,0
8140,0,0.266280175,51,0,0.381049761,4400.0,6,0,1,0,0.0,0.16493998,0,0.23385815527090364,53,0.0,0.3602690841421643,4876.929944056656,6.0,0.0,1.0,0.0,0.0,0.16493998,improving,0.49907836,0.16493998,0.49907836,credit_card,unsecured,,2289.0950054702985,2289.0950054702985,0.20566747789699813,30,LGD_CREDIT_CARD,0.55,1
8141,0,0.349659153,54,0,0.197951697,13083.0,6,0,1,0,1.0,0.09408896,0,0.4111560035251923,56,0.0,0.2037636669194586,13219.395391147842,6.0,0.0,1.0,0.0,1.0,0.09408896,deteriorating,0.10176621,0.09408896,0.10176621,credit_card,unsecured,,22512.97404188773,22512.97404188773,0.21824569257421522,12,LGD_CREDIT_CARD,0.55,0
8142,0,0.050297485,37,0,0.602122016,4900.0,9,0,2,0,1.0,0.29495028,0,0.04907505223766216,39,0.0,0.6147068044803241,5105.705807943216,9.0,0.0,2.0,0.0,1.0,0.29495028,stable,0.4818363,0.29495028,0.4818363,credit_card,unsecured,,7522.558689725642,7522.558689725642,0.1965623634751663,56,LGD_CREDIT_CARD,0.55,0
8143,1,0.834466214,54,0,0.177503933,3813.0,6,1,0,0,0.0,0.8548988,1,0.8815363055044514,56,0.0,0.16869675035620046,4179.786858268439,6.0,1.0,0.0,0.0,0.0,0.8548988,stable,0.8596547,0.8548988,0.8596547,credit_card,unsecured,,9433.123084673787,9433.123084673787,0.17730229799674477,42,LGD_CREDIT_CARD,0.55,1
8144,0,0.366531651,59,0,0.203326713,12083.0,10,0,1,0,3.0,0.11177719,0,0.41538790002771636,61,1.0,0.22227249689815803,11852.88784496753,10.0,0.0,1.0,0.0,3.0,0.11177719,deteriorating,0.2602727,0.11177719,0.2602727,credit_card,unsecured,,7193.998693940047,7193.998693940047,0.1922233461124469,28,LGD_CREDIT_CARD,0.55,1
8145,0,0.152307815,31,0,0.237523992,4167.0,4,0,1,0,0.0,0.12013431,0,0.14778544681990158,33,0.0,0.24509412921616444,4174.569612574321,4.0,0.0,1.0,0.0,0.0,0.12013431,stable,0.12268966,0.12013431,0.12268966,credit_card,unsecured,,3647.9893899527688,3647.9893899527688,0.14738954953836597,20,LGD_CREDIT_CARD,0.55,0
8146,0,0.485286096,43,2,0.429049377,8667.0,12,0,1,0,2.0,0.6401898,0,0.4771631010051149,45,2.0,0.4253369383808249,8980.192315334041,12.0,0.0,1.0,0.0,2.0,0.6401898,stable,0.7104958,0.6401898,0.7104958,credit_card,unsecured,,14779.061044449458,14779.061044449458,0.19353157985697358,5,LGD_CREDIT_CARD,0.55,0
8147,0,0.0,44,0,0.254985001,11333.0,6,0,2,0,0.0,0.038965687,0,0.0,46,0.0,0.21805248471888497,13594.869340264178,6.0,0.0,2.0,0.0,0.0,0.038965687,improving,0.29556498,0.038965687,0.29556498,credit_card,unsecured,,20835.849770740115,20835.849770740115,0.20473012794495746,10,LGD_CREDIT_CARD,0.55,0
8148,0,0.017636195,70,0,781.0,0.0,14,0,1,0,0.0,0.018956827,0,0.020759584666743908,72,0.0,4.0,0.0,14.0,0.0,1.0,0.0,0.0,0.018956827,deteriorating,0.7968285,0.018956827,0.7968285,auto_loan,secured,vehicle,37672.83792452239,37672.83792452239,0.07620868723287427,53,LGD_AUTO,0.25,1
8149,0,0.057592112,66,0,0.401815487,5397.0,9,0,1,0,0.0,0.07989271,0,0.04095767273093522,68,0.0,0.30635148955090885,6643.977700536828,9.0,0.0,1.0,0.0,0.0,0.07989271,improving,0.09572095,0.07989271,0.09572095,credit_card,unsecured,,21804.34654700914,21804.34654700914,0.20190663944699536,38,LGD_CREDIT_CARD,0.55,0
